url,attrID,breakpoint,property,declared,compiled,status
https://mosaic.moksaweb.com/zidanna/,zd-navm-1,_m,letter-spacing,0.04em,0.04em,verified
https://mosaic.moksaweb.com/zidanna/,zd-navm-2,_t,font-size,13px,13px,verified
https://mosaic.moksaweb.com/zidanna/,zd-navm-2,_m,font-size,13px,13px,verified
https://mosaic.moksaweb.com/zidanna/,zd-navm-2,_m,letter-spacing,0.04em,0.04em,verified
https://mosaic.moksaweb.com/zidanna/,zd-navm-3,_t,font-size,13px,13px,verified
https://mosaic.moksaweb.com/zidanna/,zd-navm-3,_m,font-size,13px,13px,verified
https://mosaic.moksaweb.com/zidanna/,zd-navm-3,_m,letter-spacing,0.04em,0.04em,verified
https://mosaic.moksaweb.com/zidanna/,zd-header-cta,_m,display,none,none,verified
https://mosaic.moksaweb.com/zidanna/,zd-header-cta,_t,font-size,12px,12px,verified
https://mosaic.moksaweb.com/zidanna/,zd-header-cta,_t,padding-left,15px,15px,verified
https://mosaic.moksaweb.com/zidanna/,zd-header-cta,_t,padding-right,15px,15px,verified
https://mosaic.moksaweb.com/zidanna/,zd-footer,_t,padding-left,32px,32px,verified
https://mosaic.moksaweb.com/zidanna/,zd-footer,_t,padding-right,32px,32px,verified
https://mosaic.moksaweb.com/zidanna/,zd-footer,_t,padding-top,64px,64px,verified
https://mosaic.moksaweb.com/zidanna/,zd-footer,_m,padding-left,20px,20px,verified
https://mosaic.moksaweb.com/zidanna/,zd-footer,_m,padding-right,20px,20px,verified
https://mosaic.moksaweb.com/zidanna/,zd-footer,_m,padding-top,48px,48px,verified
https://mosaic.moksaweb.com/zidanna/,zd-footer-mark,_m,margin-bottom,34px,34px,verified
https://mosaic.moksaweb.com/zidanna/,zd-footer-grid,_m,grid-template-columns,"repeat(1, 1fr)","repeat(1, 1fr)",verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-oem-hero,_t,padding-left,32px,32px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-oem-hero,_t,padding-right,32px,32px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-oem-hero,_t,padding-top,84px,84px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-oem-hero,_t,padding-bottom,84px,84px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-oem-hero,_m,padding-left,20px,20px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-oem-hero,_m,padding-right,20px,20px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-oem-hero,_m,padding-top,60px,60px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-oem-hero,_m,padding-bottom,60px,60px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-oem-eyebrow,_m,font-size,9px,9px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-oem-eyebrow,_m,letter-spacing,0.26em,0.26em,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-lines,_t,padding-left,32px,32px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-lines,_t,padding-right,32px,32px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-lines,_t,padding-top,84px,84px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-lines,_t,padding-bottom,84px,84px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-lines,_m,padding-left,20px,20px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-lines,_m,padding-right,20px,20px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-lines,_m,padding-top,60px,60px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-lines,_m,padding-bottom,60px,60px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-lines-eyebrow,_m,font-size,9px,9px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-lines-eyebrow,_m,letter-spacing,0.26em,0.26em,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-oem-process,_t,padding-left,32px,32px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-oem-process,_t,padding-right,32px,32px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-oem-process,_t,padding-top,84px,84px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-oem-process,_t,padding-bottom,84px,84px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-oem-process,_m,padding-left,20px,20px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-oem-process,_m,padding-right,20px,20px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-oem-process,_m,padding-top,60px,60px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-oem-process,_m,padding-bottom,60px,60px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-oem-p-eyebrow,_m,font-size,9px,9px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-oem-p-eyebrow,_m,letter-spacing,0.26em,0.26em,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-oem-grid,_t,grid-template-columns,"repeat(2, 1fr)","repeat(2, 1fr)",verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-oem-grid,_m,grid-template-columns,"repeat(1, 1fr)","repeat(1, 1fr)",verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-cta,_t,padding-left,32px,32px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-cta,_t,padding-right,32px,32px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-cta,_t,padding-top,84px,84px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-cta,_t,padding-bottom,84px,84px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-cta,_m,padding-left,20px,20px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-cta,_m,padding-right,20px,20px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-cta,_m,padding-top,60px,60px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-cta,_m,padding-bottom,60px,60px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-cta-row,_m,grid-template-columns,"repeat(1, 1fr)","repeat(1, 1fr)",verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-cta-eyebrow,_m,font-size,9px,9px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-cta-eyebrow,_m,letter-spacing,0.26em,0.26em,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-header,_t,padding-left,24px,24px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-header,_t,padding-right,14px,14px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-header,_m,padding-left,18px,18px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-header,_m,padding-right,18px,18px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-header,_m,padding-top,11px,11px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-header,_m,padding-bottom,12px,12px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-header-row,_t,column-gap,24px,24px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-header-row,_m,column-gap,14px,14px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-nav,_t,column-gap,22px,22px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-nav,_m,display,none,none,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-nav-0,_t,font-size,13px,13px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-nav-0,_m,font-size,13px,13px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-nav-0,_m,letter-spacing,0.04em,0.04em,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-nav-1,_t,font-size,13px,13px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-nav-1,_m,font-size,13px,13px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-nav-1,_m,letter-spacing,0.04em,0.04em,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-nav-2,_t,font-size,13px,13px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-nav-2,_m,font-size,13px,13px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-nav-2,_m,letter-spacing,0.04em,0.04em,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-nav-3,_t,font-size,13px,13px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-nav-3,_m,font-size,13px,13px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-nav-3,_m,letter-spacing,0.04em,0.04em,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-navm,_m,display,flex,flex,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-navm,_m,column-gap,20px,20px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-navm,_m,align-items,center,center,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-navm-0,_t,font-size,13px,13px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-navm-0,_m,font-size,13px,13px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-navm-0,_m,letter-spacing,0.04em,0.04em,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-navm-1,_t,font-size,13px,13px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-navm-1,_m,font-size,13px,13px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-navm-1,_m,letter-spacing,0.04em,0.04em,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-navm-2,_t,font-size,13px,13px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-navm-2,_m,font-size,13px,13px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-navm-2,_m,letter-spacing,0.04em,0.04em,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-navm-3,_t,font-size,13px,13px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-navm-3,_m,font-size,13px,13px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-navm-3,_m,letter-spacing,0.04em,0.04em,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-header-cta,_m,display,none,none,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-header-cta,_t,font-size,12px,12px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-header-cta,_t,padding-left,15px,15px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-header-cta,_t,padding-right,15px,15px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-footer,_t,padding-left,32px,32px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-footer,_t,padding-right,32px,32px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-footer,_t,padding-top,64px,64px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-footer,_m,padding-left,20px,20px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-footer,_m,padding-right,20px,20px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-footer,_m,padding-top,48px,48px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-footer-mark,_m,margin-bottom,34px,34px,verified
https://mosaic.moksaweb.com/zidanna-oem/,zd-footer-grid,_m,grid-template-columns,"repeat(1, 1fr)","repeat(1, 1fr)",verified
